timestamp,b1_kecepatan_arus,b1_arah_arus,b1_wave_intensity,b2_kecepatan_arus,b2_arah_arus,b2_wave_intensity,b3_kecepatan_arus,b3_arah_arus,b3_wave_intensity,label
2026-04-01 08:46:30,0.2792,118.84,0.4334,0.289,79.75,0.5128,0.2445,91.12,0.6639,Safe
2026-04-01 08:46:35,0.2393,242.49,0.6031,0.2743,260.53,0.5762,0.2858,328.86,0.8849,Safe
2026-04-01 08:46:40,0.473,243.32,4.508,1.4014,156.52,3.7037,0.4566,292.0,3.0364,Danger
2026-04-01 08:46:45,0.3,288.67,3.9685,0.8215,207.79,4.8849,0.3797,246.6,2.8845,Danger
2026-04-01 08:46:50,1.1197,48.35,4.7258,1.1558,111.56,3.4888,1.2383,92.94,4.1021,Danger
2026-04-01 08:46:55,0.2233,275.82,0.8088,0.2339,243.61,0.7894,0.2477,281.35,0.62,Safe
2026-04-01 08:47:00,0.2081,83.5,0.2251,0.1947,71.26,0.5384,0.1709,76.99,0.8988,Safe
2026-04-01 08:47:05,0.3,283.15,3.4406,0.8494,159.07,4.5208,0.3733,277.9,3.9168,Danger
2026-04-01 08:47:10,0.3453,274.38,1.5984,0.9848,194.32,2.7919,0.3088,260.92,1.4648,Danger
2026-04-01 08:47:15,0.0932,98.12,0.6966,0.1174,75.51,0.5581,0.0766,127.09,0.9524,Safe
2026-04-01 08:47:20,0.2189,93.55,0.6602,0.182,42.3,0.9997,0.2198,94.19,0.6249,Safe
2026-04-01 08:47:25,0.7625,168.25,3.5237,0.5669,157.35,3.7849,0.7528,203.73,4.3439,Danger
2026-04-01 08:47:30,0.1551,268.64,0.4013,0.1862,266.9,0.0981,0.1742,221.47,0.4404,Safe
2026-04-01 08:47:35,0.0108,216.9,0.3412,0.01,276.91,0.8758,0.0195,262.09,0.4602,Safe
2026-04-01 08:47:40,0.3351,258.29,4.6852,0.9382,164.95,3.7773,0.3,298.81,3.4382,Danger
2026-04-01 08:47:45,0.1401,252.02,0.6437,0.1443,269.27,0.7671,0.1521,264.27,0.1372,Safe
2026-04-01 08:47:50,0.3,267.78,1.5455,0.5765,170.25,1.4324,0.3,273.42,1.3831,Danger
2026-04-01 08:47:55,0.209,90.61,0.4586,0.2667,43.41,0.6201,0.2163,78.51,0.2543,Safe
2026-04-01 08:48:00,0.1686,262.38,0.9355,0.1217,277.08,0.2066,0.1845,261.59,0.6509,Safe
2026-04-01 08:48:05,0.1678,280.31,0.6938,0.0978,275.13,0.313,0.1029,249.11,0.5962,Safe
2026-04-01 08:48:10,0.0443,81.58,0.3408,0.0748,91.8,0.6568,0.1137,89.26,0.5177,Safe
2026-04-01 08:48:15,0.0765,92.24,0.4259,0.1674,124.89,0.1949,0.1611,84.38,0.4335,Safe
2026-04-01 08:48:20,0.1031,296.74,0.6516,0.0903,293.65,0.6784,0.01,267.85,0.9175,Safe
2026-04-01 08:48:25,0.2668,68.09,0.5497,0.2243,95.97,0.5049,0.2595,88.9,0.6637,Safe
2026-04-01 08:48:30,0.4662,90.13,2.998,1.2192,190.46,2.2312,0.4403,130.46,3.8286,Danger
2026-04-01 08:48:35,0.3,278.2,1.2028,1.1158,183.39,2.1595,0.4128,286.16,1.202,Danger
2026-04-01 08:48:40,0.1668,112.08,0.6507,0.1525,110.85,0.6908,0.2392,79.6,0.425,Safe
2026-04-01 08:48:45,0.3,235.21,1.3242,0.7421,201.29,2.079,0.3,272.36,0.8022,Danger
2026-04-01 08:48:50,1.0896,20.0,3.0897,1.3129,45.7,3.4783,1.0917,107.46,3.3682,Danger
2026-04-01 08:48:55,0.4198,81.27,3.0412,1.2542,208.28,2.6777,0.5429,29.3,4.3244,Danger
2026-04-01 08:49:00,0.2813,90.12,0.05,0.2475,118.15,0.8482,0.2558,94.64,0.26,Safe
2026-04-01 08:49:05,0.3,248.11,2.2657,0.7673,172.31,3.789,0.3,292.97,3.2085,Danger
2026-04-01 08:49:10,0.3,246.79,1.7125,0.8124,188.43,2.8047,0.3,311.01,1.582,Danger
2026-04-01 08:49:15,0.3,276.35,1.3018,0.8557,179.77,2.4127,0.3,260.68,0.8798,Danger
2026-04-01 08:49:20,1.1028,185.45,3.9329,1.1762,167.17,5.8618,1.2842,228.34,4.0065,Danger
2026-04-01 08:49:25,0.1936,98.69,0.6038,0.2059,95.12,0.7974,0.226,76.95,0.5336,Safe
2026-04-01 08:49:30,0.0966,119.72,0.5642,0.0676,123.4,0.6872,0.1583,91.83,0.7341,Safe
2026-04-01 08:49:35,0.1635,88.75,0.2148,0.205,102.92,0.1337,0.1718,117.49,0.6492,Safe
2026-04-01 08:49:40,0.304,267.54,1.4974,0.9929,184.86,1.9112,0.3439,277.52,1.203,Danger
2026-04-01 08:49:45,0.217,82.81,0.3173,0.2376,113.86,0.6019,0.1958,87.19,0.4485,Safe
2026-04-01 08:49:50,0.3,90.4,1.3604,0.7514,198.26,1.8162,0.3,108.0,1.6475,Danger
2026-04-01 08:49:55,0.1595,292.85,0.6383,0.1091,263.1,0.8064,0.1635,269.68,0.1837,Safe
2026-04-01 08:50:00,0.1191,286.38,0.903,0.0944,272.48,0.6049,0.1527,259.22,0.8124,Safe
2026-04-01 08:50:05,0.1894,127.05,0.3746,0.1552,78.52,0.3106,0.1787,56.27,0.2108,Safe
2026-04-01 08:50:10,0.01,297.77,0.7235,0.0705,310.47,0.2406,0.0697,264.36,0.7895,Safe
2026-04-01 08:50:15,0.7133,70.67,5.6097,0.5717,50.26,3.8409,0.606,62.88,5.3344,Danger
2026-04-01 08:50:20,0.066,93.8,0.4811,0.0791,66.6,0.338,0.061,92.64,0.0696,Safe
2026-04-01 08:50:25,0.3,102.78,1.6089,0.4331,183.4,2.6086,0.3,87.44,1.399,Danger
2026-04-01 08:50:30,0.1093,277.98,0.7759,0.1741,242.37,0.1136,0.1079,240.69,0.5445,Safe
2026-04-01 08:50:35,0.5272,256.31,3.871,1.4571,188.92,4.4998,0.4798,272.62,1.9194,Danger
2026-04-01 08:50:40,0.3507,77.2,1.7276,1.163,177.93,1.7069,0.4231,107.41,0.9886,Danger
2026-04-01 08:50:45,0.4504,48.04,3.2763,1.5487,133.52,4.5194,0.4647,107.93,3.2972,Danger
2026-04-01 08:50:50,0.3,296.11,0.7363,0.6991,153.86,2.095,0.3,277.03,0.8576,Danger
2026-04-01 08:50:55,0.1834,103.32,0.2675,0.2451,108.61,0.2384,0.2458,60.67,0.3014,Safe
2026-04-01 08:51:00,0.3166,63.8,0.8017,1.0705,180.0,2.8672,0.3588,89.01,0.5305,Danger
2026-04-01 08:51:05,0.1711,73.94,0.6,0.1947,71.56,0.6842,0.2527,121.71,0.1853,Safe
2026-04-01 08:51:10,0.1422,87.24,0.4053,0.1146,90.07,0.5384,0.0916,72.83,0.3711,Safe
2026-04-01 08:51:15,0.393,287.54,1.7412,1.1335,172.38,1.5595,0.338,237.09,0.775,Danger
2026-04-01 08:51:20,0.3,246.17,1.6988,0.8907,185.77,1.8462,0.3417,272.34,1.0555,Danger
2026-04-01 08:51:25,0.2472,279.62,0.2389,0.2588,283.96,0.192,0.2221,263.9,0.7284,Safe
2026-04-01 08:51:30,0.2444,78.05,0.1857,0.2322,69.37,0.8512,0.2838,112.27,0.2666,Safe
2026-04-01 08:51:35,0.094,245.66,0.2403,0.1126,273.01,0.2047,0.0924,269.69,0.4799,Safe
2026-04-01 08:51:40,0.3,253.36,1.6651,0.5904,184.28,2.5484,0.3,284.89,1.1375,Danger
2026-04-01 08:51:45,0.1279,114.67,0.2268,0.1213,117.99,0.495,0.1425,97.33,0.1003,Safe
2026-04-01 08:51:50,0.765,124.01,5.0409,0.8447,152.04,3.4874,0.9891,134.65,3.7812,Danger
2026-04-01 08:51:55,0.4808,51.21,4.0115,1.0327,170.97,3.506,0.4375,68.09,3.09,Danger
2026-04-01 08:52:00,0.5009,282.38,2.4645,1.4383,164.13,2.6405,0.4951,205.47,3.4459,Danger
2026-04-01 08:52:05,0.4012,107.29,1.3737,1.1939,172.18,2.3426,0.403,86.52,1.5113,Danger
2026-04-01 08:52:10,0.0454,289.06,0.4463,0.1151,285.78,0.1296,0.0617,257.42,0.11,Safe
2026-04-01 08:52:15,0.0542,264.59,0.8362,0.0731,260.25,0.394,0.1215,285.61,0.0594,Safe
2026-04-01 08:52:20,1.3496,254.61,3.2937,1.2934,204.49,4.0224,1.3806,191.66,4.5368,Danger
2026-04-01 08:52:25,0.077,53.92,0.5479,0.1089,96.63,0.4483,0.0346,97.29,0.3338,Safe
2026-04-01 08:52:30,0.2469,60.3,0.1887,0.2583,49.01,0.5216,0.2548,115.22,0.2708,Safe
2026-04-01 08:52:35,1.2229,134.74,3.6826,0.9661,133.17,2.7173,1.1124,208.64,4.7535,Danger
2026-04-01 08:52:40,0.3,89.69,0.829,0.8438,172.82,1.9015,0.3,134.24,0.9672,Danger
2026-04-01 08:52:45,0.3,264.23,1.0859,0.9632,169.79,2.194,0.3,251.13,0.9912,Danger
2026-04-01 08:52:50,0.3,258.97,3.7178,0.8681,184.55,2.0684,0.3201,238.14,2.6597,Danger
2026-04-01 08:52:55,0.1776,283.92,0.969,0.2228,299.14,0.6586,0.1697,279.51,0.9833,Safe
2026-04-01 08:53:00,0.3437,141.07,2.5333,1.0375,196.18,3.0189,0.333,90.79,2.7598,Danger
2026-04-01 08:53:05,0.0283,84.86,0.217,0.069,95.55,0.6989,0.0902,71.34,0.2212,Safe
2026-04-01 08:53:10,0.4595,81.78,2.885,1.3834,164.25,3.2802,0.4918,140.39,3.5253,Danger
2026-04-01 08:53:15,0.1051,251.45,0.1014,0.1023,273.86,0.1585,0.1148,299.18,0.4767,Safe
2026-04-01 08:53:20,1.2018,98.97,4.0502,1.1676,68.29,3.4523,1.2899,84.5,3.7232,Danger
2026-04-01 08:53:25,0.0222,84.6,0.113,0.1065,95.5,0.7963,0.0303,63.74,0.354,Safe
2026-04-01 08:53:30,1.0422,222.57,4.1866,0.7938,269.85,4.4577,0.8356,229.67,3.5056,Danger
2026-04-01 08:53:35,0.6243,142.58,4.0411,0.8699,63.57,5.4116,0.9132,180.79,3.9527,Danger
2026-04-01 08:53:40,0.1382,88.61,0.6019,0.1803,90.02,0.9593,0.2135,89.99,0.8628,Safe
2026-04-01 08:53:45,0.1638,80.79,0.7426,0.1808,117.81,0.5906,0.1047,84.44,0.5968,Safe
2026-04-01 08:53:50,0.3688,136.5,1.2092,0.9453,164.45,1.931,0.3,85.23,1.3438,Danger
2026-04-01 08:53:55,0.1096,108.9,0.2453,0.0947,53.01,0.6271,0.1162,72.42,0.1908,Safe
2026-04-01 08:54:00,0.2119,279.89,0.7682,0.2782,259.44,0.4064,0.2991,275.53,0.4833,Safe
2026-04-01 08:54:05,1.2708,1.79,4.4092,1.2168,34.08,3.0724,1.1161,10.31,4.6069,Danger
2026-04-01 08:54:10,0.3,88.65,0.7526,1.0994,194.58,1.6905,0.3318,84.03,1.6847,Danger
2026-04-01 08:54:15,0.0765,118.36,0.1165,0.1111,58.22,0.3488,0.078,62.22,0.553,Safe
2026-04-01 08:54:20,0.7846,195.22,3.4714,0.5246,181.65,3.691,0.7489,177.07,3.3136,Danger
2026-04-01 08:54:25,0.3,76.67,0.95,0.5254,163.03,2.0435,0.3,60.61,1.5006,Danger
2026-04-01 08:54:30,0.3,67.33,3.7098,0.7861,169.83,3.0654,0.3116,36.33,2.8329,Danger
2026-04-01 08:54:35,0.3704,94.15,2.7702,0.8748,163.32,3.8661,0.3,65.42,2.7156,Danger
2026-04-01 08:54:40,0.167,268.44,0.7499,0.1552,259.45,0.3472,0.1797,300.86,0.0857,Safe
2026-04-01 08:54:45,1.1862,11.28,4.0505,1.1037,328.36,4.2457,1.0304,7.3,4.0839,Danger
2026-04-01 08:54:50,0.2808,286.32,0.1892,0.3082,293.53,0.5522,0.2457,244.56,0.1726,Safe
2026-04-01 08:54:55,0.6097,77.88,3.4568,1.5493,164.48,3.5257,0.5099,109.64,3.0881,Danger
2026-04-01 08:55:00,0.2974,71.1,0.3181,0.2779,92.48,0.6768,0.2399,125.16,0.3114,Safe
2026-04-01 08:55:05,0.8114,55.65,4.3772,0.9188,32.8,5.5855,0.8509,147.53,5.3442,Danger
2026-04-01 08:55:10,0.3,287.46,1.3788,0.748,187.39,2.0201,0.3,230.04,0.5925,Danger
2026-04-01 08:55:15,0.167,69.33,0.1566,0.2046,113.34,0.3951,0.2327,73.49,0.8375,Safe
2026-04-01 08:55:20,0.1897,82.78,0.2036,0.1585,90.96,0.5316,0.0853,113.3,0.3331,Safe
2026-04-01 08:55:25,0.7279,8.54,4.1717,0.6628,278.2,5.3574,0.5316,358.45,6.1467,Danger
2026-04-01 08:55:30,0.3,100.25,3.3066,0.9443,152.24,3.2629,0.3,75.28,3.9589,Danger
2026-04-01 08:55:35,0.1801,116.41,0.1734,0.173,72.51,0.1582,0.1853,102.55,0.2554,Safe
2026-04-01 08:55:40,0.3617,127.49,1.7571,1.1298,180.06,2.8796,0.3521,103.99,1.4779,Danger
2026-04-01 08:55:45,0.3384,105.14,1.1683,1.153,157.37,2.0374,0.3206,95.08,1.3073,Danger
2026-04-01 08:55:50,0.3694,105.14,1.4657,1.1627,186.27,2.3874,0.3321,66.46,0.5211,Danger
2026-04-01 08:55:55,0.405,258.48,1.9639,1.2363,172.81,1.4859,0.3748,275.13,1.0329,Danger
2026-04-01 08:56:00,0.298,284.74,0.4826,0.2144,282.38,0.05,0.2866,257.42,0.7546,Safe
2026-04-01 08:56:05,1.1416,342.33,4.8967,1.0797,95.84,3.2403,1.1303,303.14,4.1526,Danger
2026-04-01 08:56:10,0.1778,101.44,0.106,0.1782,73.38,0.553,0.203,83.47,0.3109,Safe
2026-04-01 08:56:15,0.6317,39.23,3.1664,0.7576,347.28,3.5949,0.7612,36.35,3.9352,Danger
2026-04-01 08:56:20,0.1256,308.5,0.3754,0.1326,263.83,0.39,0.0968,269.36,0.7943,Safe
2026-04-01 08:56:25,0.1824,266.51,0.4495,0.1884,255.05,0.6382,0.2046,243.36,0.9634,Safe
2026-04-01 08:56:30,1.2167,38.57,3.7454,1.1236,358.38,5.5105,1.1731,47.17,3.5063,Danger
2026-04-01 08:56:35,0.1244,93.34,0.5758,0.2002,99.85,0.2286,0.1545,68.88,0.292,Safe
2026-04-01 08:56:40,0.4521,90.89,3.1304,1.0159,180.43,3.5636,0.3067,96.86,4.4118,Danger
2026-04-01 08:56:45,0.5796,273.92,4.8185,1.4925,188.35,3.0441,0.5432,227.08,4.4953,Danger
2026-04-01 08:56:50,1.0659,72.46,3.1811,0.9678,94.57,3.7974,0.6607,92.71,1.6923,Danger
2026-04-01 08:56:55,0.2211,274.02,0.8323,0.2559,250.84,1.0108,0.2267,283.42,0.4465,Safe
2026-04-01 08:57:00,0.1673,258.7,0.5053,0.1769,247.58,0.6748,0.1656,223.32,0.5902,Safe
2026-04-01 08:57:05,0.7677,244.18,4.8527,0.6822,243.11,3.2123,0.644,226.72,4.9847,Danger
2026-04-01 08:57:10,0.257,99.55,0.7575,0.2107,110.63,0.5576,0.1989,104.87,0.7459,Safe
2026-04-01 08:57:15,0.8152,27.68,3.9006,0.821,345.07,4.0786,0.772,33.25,3.951,Danger
2026-04-01 08:57:20,0.3567,253.52,1.5174,1.3008,219.49,1.4788,0.3875,282.6,1.4244,Danger
2026-04-01 08:57:25,0.2162,89.17,0.6358,0.2201,67.25,0.4618,0.2704,76.35,0.7707,Safe
2026-04-01 08:57:30,0.3,284.78,3.9356,0.9773,150.9,4.4236,0.3835,277.74,4.1369,Danger
2026-04-01 08:57:35,0.3,119.89,1.5873,0.9102,179.25,2.0895,0.3,81.93,1.2888,Danger
2026-04-01 08:57:40,0.1987,279.5,0.7721,0.1944,285.81,0.6402,0.1934,273.64,0.1133,Safe
2026-04-01 08:57:45,0.4166,244.07,1.7082,1.2869,171.73,4.2346,0.4346,300.68,4.1501,Danger
2026-04-01 08:57:50,0.3,85.68,3.7563,0.6822,161.22,3.1848,0.3116,84.04,3.9671,Danger
2026-04-01 08:57:55,0.8532,90.36,3.6229,0.9565,353.09,5.7649,0.9612,26.68,6.2981,Danger
2026-04-01 08:58:00,0.6154,206.55,3.7531,0.8608,135.83,3.4357,0.6356,199.06,4.9885,Danger
2026-04-01 08:58:05,0.3,253.84,1.1485,0.9696,163.42,2.369,0.3,274.57,0.9772,Danger
2026-04-01 08:58:10,0.7738,354.71,5.2423,0.8806,4.96,4.113,0.6856,50.61,2.9242,Danger
2026-04-01 08:58:15,0.2598,253.4,0.1716,0.2988,257.41,0.9649,0.3202,241.28,0.7472,Safe
2026-04-01 08:58:20,0.2193,230.42,0.5068,0.2531,264.62,0.7885,0.3131,269.76,0.2202,Safe
2026-04-01 08:58:25,0.3,64.61,0.9404,0.8894,165.61,2.2891,0.3,84.48,1.7488,Danger
2026-04-01 08:58:30,0.0809,258.33,0.4895,0.0718,290.77,0.397,0.0733,239.61,0.7126,Safe
2026-04-01 08:58:35,0.662,318.78,5.263,0.9727,269.65,5.508,0.9969,336.28,4.3938,Danger
2026-04-01 08:58:40,0.0373,99.2,0.147,0.0985,76.45,0.1313,0.1315,130.27,0.1755,Safe
2026-04-01 08:58:45,0.3086,263.04,0.9191,0.9014,182.2,2.1386,0.323,251.76,1.6641,Danger
2026-04-01 08:58:50,0.0549,94.07,0.402,0.0917,84.31,0.5822,0.0845,81.24,0.4678,Safe
2026-04-01 08:58:55,0.1671,257.7,0.058,0.1994,269.71,0.9304,0.2282,267.4,0.8917,Safe
2026-04-01 08:59:00,0.2735,275.91,0.3362,0.2619,236.61,0.6181,0.2897,273.2,0.7708,Safe
2026-04-01 08:59:05,0.3022,87.05,1.7185,1.2929,179.79,2.6651,0.4283,72.58,0.9635,Danger
2026-04-01 08:59:10,0.3124,278.77,1.0507,1.125,199.84,1.7409,0.3,264.93,1.5585,Danger
2026-04-01 08:59:15,0.0916,262.79,0.1554,0.0784,299.15,0.6573,0.1076,260.7,0.6448,Safe
2026-04-01 08:59:20,0.2706,265.9,0.546,0.2712,275.68,0.5325,0.2513,260.48,0.5898,Safe
2026-04-01 08:59:25,0.341,143.41,0.4394,0.2782,100.56,0.2044,0.2568,92.51,0.3503,Safe
2026-04-01 08:59:30,0.881,239.35,4.7928,0.8415,67.33,3.3577,0.8398,88.82,4.239,Danger
2026-04-01 08:59:35,0.0274,72.43,0.5419,0.0311,128.55,0.9662,0.0902,71.95,0.3549,Safe
2026-04-01 08:59:40,0.654,141.99,3.1496,0.8495,229.04,5.7025,0.9045,240.49,4.1034,Danger
2026-04-01 08:59:45,0.0726,268.23,0.623,0.1213,248.17,0.4313,0.0847,297.17,0.2378,Safe
2026-04-01 08:59:50,0.1285,229.85,0.7239,0.0826,248.78,0.2561,0.1369,276.66,0.6496,Safe
2026-04-01 08:59:55,0.1458,100.4,0.6187,0.0996,89.77,0.7884,0.1142,101.32,0.592,Safe
2026-04-01 09:00:00,0.0544,274.41,0.7453,0.0564,262.26,0.1953,0.0535,300.79,0.6994,Safe
2026-04-01 09:00:05,1.2793,126.79,3.8873,1.4403,140.13,3.5635,1.2625,120.5,4.9017,Danger
2026-04-01 09:00:10,1.2335,26.43,3.7019,1.2083,321.37,4.0632,0.9014,336.77,3.2017,Danger
2026-04-01 09:00:15,0.26,151.97,0.823,0.2891,84.84,0.8861,0.2522,100.2,0.6398,Safe
2026-04-01 09:00:20,0.1091,268.24,0.7438,0.1587,311.58,0.1269,0.0955,246.48,0.5737,Safe
2026-04-01 09:00:25,0.12,105.98,0.5905,0.1796,76.09,0.6484,0.1521,62.62,0.2135,Safe
2026-04-01 09:00:30,0.0936,232.13,0.6539,0.1286,274.27,0.5049,0.0588,270.02,0.2096,Safe
2026-04-01 09:00:35,0.3,261.18,1.6638,0.6872,154.81,2.2226,0.3,282.12,0.8791,Danger
2026-04-01 09:00:40,0.3931,85.73,0.8949,1.0643,183.39,2.022,0.3159,91.45,0.7577,Danger
2026-04-01 09:00:45,0.1575,288.56,0.6025,0.143,274.17,0.7795,0.1736,222.91,0.4948,Safe
2026-04-01 09:00:50,0.9097,106.45,3.0887,0.9318,25.46,4.6026,1.0048,176.03,5.8318,Danger
2026-04-01 09:00:55,1.102,27.32,3.8719,1.3253,30.87,5.414,1.1916,53.94,5.6245,Danger
2026-04-01 09:01:00,0.0824,98.98,0.4259,0.1268,102.81,0.4713,0.1442,92.98,0.2936,Safe
2026-04-01 09:01:05,0.3698,282.37,1.4182,1.2747,167.19,2.7049,0.3198,249.27,1.0005,Danger
2026-04-01 09:01:10,0.1999,115.08,0.2085,0.1073,78.04,0.3707,0.1766,84.2,0.8001,Safe
2026-04-01 09:01:15,1.1594,29.87,4.6999,0.9836,339.35,3.1451,1.1458,34.39,4.7412,Danger
2026-04-01 09:01:20,0.0262,85.22,0.7796,0.0316,91.2,0.789,0.0372,57.78,0.2659,Safe
2026-04-01 09:01:25,0.1069,241.75,0.2187,0.0596,271.8,0.373,0.0873,259.56,0.5146,Safe
2026-04-01 09:01:30,0.1555,111.58,0.2445,0.1451,90.94,0.3948,0.1175,66.54,0.0851,Safe
2026-04-01 09:01:35,0.4526,70.09,2.7689,0.9798,176.19,2.9504,0.3069,117.85,2.849,Danger
2026-04-01 09:01:40,0.1954,236.64,0.4103,0.1969,256.84,0.1619,0.2067,285.2,0.4064,Safe
2026-04-01 09:01:45,0.1321,81.21,0.9432,0.1401,75.78,0.1246,0.1773,70.07,0.2908,Safe
2026-04-01 09:01:50,0.2491,131.72,0.2421,0.2385,69.7,0.8654,0.2298,82.77,0.4702,Safe
2026-04-01 09:01:55,0.0698,281.34,0.2107,0.051,255.22,0.5452,0.0829,263.68,0.2546,Safe
2026-04-01 09:02:00,0.874,80.68,4.2856,0.8858,118.4,4.4412,0.8381,81.26,4.6565,Danger
2026-04-01 09:02:05,0.1321,256.19,0.1827,0.1914,270.08,0.8865,0.1465,285.86,0.2064,Safe
2026-04-01 09:02:10,0.3,96.64,1.4692,1.0698,181.16,2.7496,0.3,91.05,1.1497,Danger
2026-04-01 09:02:15,0.4503,87.45,3.0063,1.1426,185.67,5.0173,0.3577,86.35,4.4718,Danger
2026-04-01 09:02:20,0.3334,118.44,3.7001,1.0567,196.68,4.3278,0.3435,58.86,3.0849,Danger
2026-04-01 09:02:25,0.1347,103.8,0.2408,0.1902,38.83,0.4061,0.2132,75.37,0.8608,Safe
2026-04-01 09:02:30,0.3,93.89,1.0109,0.7167,150.98,1.9534,0.3,116.7,1.5983,Danger
2026-04-01 09:02:35,0.1638,76.41,0.7705,0.1549,67.16,0.5576,0.1529,90.58,0.2539,Safe
2026-04-01 09:02:40,0.2597,82.2,0.4623,0.261,90.11,0.3786,0.2198,75.99,0.3821,Safe
2026-04-01 09:02:45,0.3,255.26,1.5671,0.6839,145.84,2.8459,0.3,249.51,1.5591,Danger
2026-04-01 09:02:50,0.151,261.3,0.4677,0.1782,273.35,0.6721,0.1322,251.77,0.5191,Safe
2026-04-01 09:02:55,0.3996,288.21,0.8602,1.1564,142.84,2.1153,0.3419,292.23,0.8278,Danger
2026-04-01 09:03:00,0.1885,258.15,0.8875,0.1635,245.04,0.1106,0.1733,246.52,0.4194,Safe
2026-04-01 09:03:05,0.0617,231.89,0.6076,0.0505,283.63,0.5439,0.0419,254.71,0.8539,Safe
2026-04-01 09:03:10,0.3664,88.7,1.4396,0.8628,162.34,3.2961,0.3,64.53,1.5985,Danger
2026-04-01 09:03:15,0.0485,77.32,0.4268,0.0793,82.8,0.8704,0.1106,64.8,0.4837,Safe
2026-04-01 09:03:20,0.1202,252.88,0.3077,0.1308,250.91,0.7947,0.0891,264.67,1.0735,Safe
2026-04-01 09:03:25,0.5865,142.81,5.0277,0.6017,209.81,5.1954,0.7251,98.42,3.6204,Danger
2026-04-01 09:03:30,0.0886,274.95,0.4799,0.085,269.81,0.6713,0.1342,287.58,0.6465,Safe
2026-04-01 09:03:35,0.872,85.07,3.6707,1.0908,94.59,4.5711,0.8998,76.09,3.8813,Danger
2026-04-01 09:03:40,0.4955,252.13,3.4012,1.3628,124.62,2.9463,0.4427,235.86,3.332,Danger
2026-04-01 09:03:45,0.2018,96.62,0.4473,0.2455,88.6,0.5672,0.2293,101.09,0.0868,Safe
2026-04-01 09:03:50,0.3963,271.9,1.2028,1.2848,166.06,2.142,0.3788,241.04,1.3455,Danger
2026-04-01 09:03:55,0.3,268.36,1.3605,0.6065,173.66,2.2681,0.3,239.66,1.076,Danger
2026-04-01 09:04:00,0.4032,138.38,1.5131,1.261,172.33,1.5705,0.3352,85.09,1.4591,Danger
2026-04-01 09:04:05,0.3809,100.63,4.2919,0.8636,191.87,2.9479,0.3503,129.71,3.1648,Danger
2026-04-01 09:04:10,0.3471,105.44,1.1649,1.191,190.16,2.3777,0.3453,99.54,0.9353,Danger
2026-04-01 09:04:15,0.2819,251.98,0.2275,0.2202,285.6,0.5237,0.2867,248.05,0.05,Safe
2026-04-01 09:04:20,0.5072,101.81,2.9061,1.4777,184.55,3.9967,0.5339,91.51,3.0558,Danger
2026-04-01 09:04:25,0.0968,75.25,0.852,0.07,95.31,0.2186,0.0888,82.01,0.1765,Safe
2026-04-01 09:04:30,0.1587,77.4,0.7176,0.1634,91.4,0.343,0.1917,114.2,0.7894,Safe
2026-04-01 09:04:35,0.1082,265.15,0.4486,0.1711,289.24,0.0826,0.1704,250.29,0.8086,Safe
2026-04-01 09:04:40,0.1781,244.75,0.5044,0.1698,264.15,0.7616,0.1323,249.28,0.05,Safe
2026-04-01 09:04:45,0.3,254.54,1.2386,1.0756,207.88,1.9044,0.3,233.25,1.6629,Danger
2026-04-01 09:04:50,0.097,99.35,0.2654,0.0915,101.76,0.7042,0.0846,57.27,0.5275,Safe
2026-04-01 09:04:55,0.2725,96.42,0.9307,0.2578,86.71,1.0135,0.2717,105.27,0.3348,Safe
2026-04-01 09:05:00,0.0691,131.36,0.4542,0.0513,103.04,0.1369,0.0806,92.65,0.2983,Safe
2026-04-01 09:05:05,0.4853,77.82,3.9164,1.3365,175.42,3.6233,0.4495,91.27,2.8171,Danger
2026-04-01 09:05:10,1.2998,306.11,3.1033,1.4746,1.84,4.5545,1.3659,5.97,4.9567,Danger
2026-04-01 09:05:15,0.1835,93.43,0.05,0.1394,101.74,0.3195,0.19,67.36,0.1328,Safe
2026-04-01 09:05:20,0.2326,239.19,0.3471,0.2281,277.72,0.7959,0.2387,262.79,0.9331,Safe
2026-04-01 09:05:25,0.1156,97.18,0.5097,0.1272,82.96,0.8505,0.1093,81.48,0.1862,Safe
2026-04-01 09:05:30,0.3715,58.92,1.0845,1.0164,181.61,1.2226,0.3,96.39,1.2009,Danger
2026-04-01 09:05:35,0.3072,74.16,1.1342,0.7857,174.55,1.6568,0.3,71.34,1.2782,Danger
2026-04-01 09:05:40,0.3629,71.81,3.244,1.0584,191.8,3.468,0.5007,96.59,2.0144,Danger
2026-04-01 09:05:45,0.3,281.41,1.2505,0.6587,191.33,2.1653,0.3,289.72,1.1215,Danger
2026-04-01 09:05:50,0.423,100.56,4.0763,1.1433,209.07,3.1905,0.4157,96.61,2.9892,Danger
2026-04-01 09:05:55,0.0787,71.83,0.5602,0.0342,79.64,0.514,0.08,112.86,0.4628,Safe
2026-04-01 09:06:00,0.0466,258.94,0.4236,0.0777,264.92,0.6149,0.1327,254.92,0.0797,Safe
2026-04-01 09:06:05,0.1423,92.89,0.5113,0.1619,53.33,0.1551,0.2389,73.33,0.621,Safe
2026-04-01 09:06:10,0.1509,99.53,0.9652,0.0273,97.07,0.7789,0.0804,97.16,0.5316,Safe
2026-04-01 09:06:15,0.5802,44.78,3.1634,1.4383,168.55,3.3945,0.5574,81.91,4.4961,Danger
